1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80
4556	1.17	0	3.95	0.04	0	0	0.12	0	0.03	1	0.39	0	0	0	0	0	3.95	0.04	0	0	0.12	0	0.03	1	0.61	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	3.95	0.04	0	0	0.12	0	0.03	1	0.23	0	0	0	0	0	3.95	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	152.62	133.35	80	0	0	0	28.15359046	27.73729112	28.00472862
4557	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.12	0	0	0	160.05	106.85	80	0	0	0	28.15346382	27.73846711	28.01183882
4558	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.06	0	0	0	151.09	52.99	80	0	0	0	28.15440461	27.73770724	28.01771875
4559	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.06	0	0	0	140.75	52.99	80	0	0	0	28.15662993	27.73577138	28.02584211
4560	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	73.89	26.49	80	0	0	0	28.16147862	27.73327467	28.03847039
4561	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	55.04	26.49	80	0	0	0	28.16942105	27.72998191	28.05287171
4562	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.74	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	49.97	26.49	80	0	0	0	28.17971546	27.72629112	28.06506579
4563	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.72	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.06	0	0	0	47.06	52.99	80	0	0	0	28.19228947	27.72223849	28.07320724
4564	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.06	0	0	0	48.99	52.99	80	0	0	0	28.20520724	27.71771546	28.07972039
4565	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.12	0	0	0	59.48	106.85	80	0	0	0	28.21937336	27.71351809	28.09240296
4566	0	0	0	0.04	0	0	0.03	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.03	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.03	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.18	0	0	0	98.28	159.84	80	0	1	0	28.23567434	27.7114375	28.10805263
4567	0	0.84	0	0.04	0.08	0	0.03	0.02	0.03	1	2.2	0	0	0	0	0.84	0	0.04	0.08	0	0.03	0.02	0.03	1	1.02	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.08	0	0.03	0.02	0.03	1	0	0	0	0	0	0.84	0	0.04	0.08	0	0.12	0.02	0.03	1	0.3	0	0	0	130.23	266.69	80	0	1	0	28.25615461	27.71046053	28.11950493
4568	0	0	0	0.04	0.08	0	0.03	0.02	0.03	1	2.12	0	0	0	0	0	0	0.04	0.08	0	0.03	0.02	0.03	1	1.02	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.08	0	0.03	0.02	0.03	1	0.53	0	0	0	0	0	0	0.04	0.08	0	0.12	0.02	0.03	1	0.3	0	0	0	142.18	266.69	80	0	1	1	28.28356414	27.7096102	28.12818914
4569	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0.56	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.24	0	0	0	144.64	212.82	30	0	1	1	28.31603947	27.71103947	28.13652961
4570	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0.41	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	139.8	133.35	30	0	1	1	28.35231414	27.71668421	28.14253618
4571	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.12	0	0	0	142.51	106.85	30	0	1	1	28.39083224	27.72547697	28.14599178
4572	0	0	0	0.04	0.3	0	0	0.08	0.03	0.5	0.71	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	1.09	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.18	0	0	0	158.42	159.84	30	0	1	1	28.43143092	27.73434211	28.14935691
4573	0	0	0	0.04	0.3	0	0	0.08	0.03	0.5	0.71	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	1.09	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0.21	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.24	0	0	0	153.3	212.82	30	0	1	1	28.4745625	27.74340625	28.15662993
4574	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0.42	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	132.29	133.35	30	0	1	1	28.51693421	27.75114967	28.16431908
4575	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.09	0	0	0	119.24	79.48	30	0	1	1	28.55711678	27.75867599	28.17407072
4576	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.09	0	0	0	115.23	79.48	30	0	1	1	28.59767928	27.76725164	28.18816447
4577	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	122.98	133.35	30	0	1	1	28.63954441	27.77503125	28.20081086
4578	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	1.57	0	0	0	0	0	0	0.04	0.08	0	0.12	0.08	0.03	1	2.43	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.08	0	0.12	0.08	0.03	1	0	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.18	0	0	0	142.73	159.84	80	0	1	1	28.68112007	27.78237664	28.21278783
4579	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.79	0	0	0	0	0	0	0.04	0.08	0	0.12	0.08	0.03	1	1.22	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.08	0	0.12	0.08	0.03	1	0	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.18	0	0	0	165.8	159.84	80	0	0	0	28.72188158	27.79062664	28.22259375
4580	1.17	0	3.95	0.04	0	0	0.12	0	0.03	1	0.39	0	0	0	0	0	3.95	0.04	0	0	0.12	0	0.03	1	0.61	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	1.17	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	1.17	0	3.95	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	167.23	133.35	80	0	0	0	28.76372862	27.79931086	28.22975822
4581	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.12	0	0	0	158.14	106.85	80	0	0	0	28.80347697	27.80694572	28.23431743
4582	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.06	0	0	0	145.07	52.99	80	0	0	0	28.83705592	27.81197533	28.23552961
4583	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.06	0	0	0	112.51	52.99	80	0	0	0	28.86656414	27.81389309	28.23460691
4584	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	73.89	26.49	80	0	0	0	28.89927467	27.81405592	28.23272533
4585	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	55.04	26.49	80	0	0	0	28.93283553	27.81351316	28.23140461
4586	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	49.97	26.49	80	0	0	0	28.96181908	27.81378454	28.23064474
4587	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.06	0	0	0	47.06	52.99	80	0	0	0	28.99022368	27.81429112	28.23051809
4588	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.06	0	0	0	48.99	52.99	80	0	0	0	29.01678289	27.81429112	28.22943257
4589	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.12	0	0	0	59.48	106.85	80	0	0	0	29.03874671	27.8143273	28.22574178
4590	0	0	0	0.04	0	0	0.03	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.03	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.03	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.18	0	0	0	98.28	159.84	80	0	1	0	29.05749013	27.81450822	28.22630263
4591	0	0.84	0	0.04	0.08	0	0.03	0.02	0.03	1	2.2	0	0	0	0	0.84	0	0.04	0.08	0	0.03	0.02	0.03	1	1.02	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0.84	0	0.04	0.08	0	0.03	0.02	0.03	1	0.7	0	0	0	0	0.84	0	0.04	0.08	0	0.12	0.02	0.03	1	0.3	0	0	0	130.23	266.69	80	0	1	0	29.07247039	27.81649836	28.23276151
4592	0	0	0	0.04	0.08	0	0.03	0.02	0.03	1	2.12	0	0	0	0	0	0	0.04	0.08	0	0.03	0.02	0.03	1	1.02	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.08	0	0.03	0.02	0.03	0	0.68	0	0	0	0	0	0	0.04	0.08	0	0.12	0.02	0.03	1	0.3	0	0	0	142.18	266.69	60	0	1	1	29.08515296	27.82163651	28.24298355
4593	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.24	0	0	0	144.64	212.82	30	0	1	1	29.09906579	27.82979605	28.25526809
4594	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	139.8	133.35	30	0	1	1	29.11239967	27.83972862	28.26793257
4595	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.12	0	0	0	142.51	106.85	30	0	1	1	29.12595066	27.84980592	28.28047039
4596	0	0	0	0.04	0.3	0	0	0.08	0.03	0.5	0.71	0	0	0	0	0	0	0.04	0	0	0	0.08	0.03	0	1.09	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0.08	0.03	0	0.42	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.18	0	0	0	158.42	159.84	30	0	1	1	29.13941118	27.8599375	28.29438322
4597	0	0	0	0.04	0.3	0	0	0.08	0.03	0.5	0.71	0	0	0	0	0	0	0.04	0	0	0	0.08	0.03	0	1.09	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0.08	0.03	0	0.42	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.24	0	0	0	153.3	212.82	30	0	1	1	29.15209375	27.86847697	28.31153454
4598	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	132.29	133.35	30	0	1	1	29.1659523	27.8739227	28.33020559
4599	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.09	0	0	0	119.24	79.48	30	0	1	1	29.18207237	27.87774013	28.34992599
4600	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.09	0	0	0	115.23	79.48	30	0	1	1	29.19906086	27.88012829	28.3682352
4601	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	122.98	133.35	30	0	1	1	29.21608553	27.88139474	28.38497039
4602	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	1.57	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	2.43	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.93	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.18	0	0	0	142.73	159.84	80	0	1	1	29.23542599	27.88362007	28.40137993
4603	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.79	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	1.22	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.46	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.18	0	0	0	165.8	159.84	80	0	0	0	29.25567105	27.88855921	28.41815132
4604	1.17	0	3.95	0.04	0	0	0.12	0	0.03	1	0.39	0	0	0	0	0	3.95	0.04	0	0	0.12	0	0.03	1	0.61	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	3.95	0.04	0	0	0.12	0	0.03	1	0.23	0	0	0	0	0	3.95	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	167.23	133.35	80	0	0	0	29.27497533	27.89648355	28.43490461
4605	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.12	0	0	0	158.14	106.85	80	0	0	0	29.29167434	27.90563816	28.45125987
4606	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.06	0	0	0	145.07	52.99	80	0	0	0	29.30432072	27.91611349	28.46770559
4607	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.06	0	0	0	112.51	52.99	80	0	0	0	29.31447039	27.92816283	28.48340954
4608	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	73.89	26.49	80	0	0	0	29.32299178	27.9396875	28.49797368
4609	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	55.04	26.49	80	0	0	0	29.33010197	27.95028947	28.512375
4610	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.74	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	49.97	26.49	80	0	0	0	29.33799013	27.96018586	28.52780757
4611	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.72	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.06	0	0	0	47.06	52.99	80	0	0	0	29.34627632	27.96798355	28.54356579
4612	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.06	0	0	0	48.99	52.99	80	0	0	0	29.35358553	27.97433388	28.5586727
4613	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.12	0	0	0	59.48	106.85	80	0	0	0	29.36091283	27.98086513	28.57048684
4614	0	0	0	0.04	0	0	0.03	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.03	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.03	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.18	0	0	0	98.28	159.84	80	0	1	0	29.37064638	27.9882648	28.57707237
4615	0	0.84	0	0.04	0.08	0	0.03	0.02	0.03	1	2.2	0	0	0	0	0.84	0	0.04	0.08	0	0.03	0.02	0.03	1	1.02	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.08	0	0.03	0.02	0.03	1	0	0	0	0	0	0.84	0	0.04	0.08	0	0.12	0.02	0.03	1	0.3	0	0	0	130.23	266.69	80	0	1	0	29.38464967	27.99778125	28.58150493
4616	0	0	0	0.04	0.08	0	0.03	0.02	0.03	1	2.12	0	0	0	0	0	0	0.04	0.08	0	0.03	0.02	0.03	1	1.02	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.08	0	0.03	0.02	0.03	1	0.53	0	0	0	0	0	0	0.04	0.08	0	0.12	0.02	0.03	1	0.3	0	0	0	142.18	266.69	80	0	1	1	29.403375	28.00841941	28.58573849
4617	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0.56	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.24	0	0	0	144.64	212.82	30	0	1	1	29.42398191	28.01878618	28.58651645
4618	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0.41	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	139.8	133.35	30	0	1	1	29.44355757	28.02812171	28.58400164
4619	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.12	0	0	0	142.51	106.85	30	0	1	1	29.46306086	28.03472533	28.58278947
4620	0	0	0	0.04	0.3	0	0	0.08	0.03	0.5	0.71	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	1.09	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.18	0	0	0	158.42	159.84	30	0	1	1	29.48375822	28.03809046	28.58553947
4621	0	0	0	0.04	0.3	0	0	0.08	0.03	0.5	0.71	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	1.09	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0.21	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.24	0	0	0	153.3	212.82	30	0	1	1	29.50545066	28.04118421	28.59225164
